customer_id,first_purchase,last_purchase,purchase_lines,unique_invoices,total_quantity,total_spend,avg_unit_price,countries,distinct_products,days_active,primary_country,return_count,return_value,customer_tenure_days,net_spend,avg_basket_size,avg_order_value,return_rate,first_purchase_month,country_group,spend_quartile,frequency_segment,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
14011,2010-04-11 13:40:00,2010-08-16 15:31:00,32,2,644,457.82,1.283125,1,32,2,United Kingdom,1,-5.9,127,451.92,16.0,228.91,0.5,2010-04,UK,Q2,Occasional (2-3),115,2,457.82,2,2,2,222,Moderate
14013,2010-03-26 10:02:00,2010-11-24 16:16:00,34,2,313,611.5500000000001,4.051470588235294,1,30,2,United Kingdom,4,-78.35,243,533.2,17.0,305.77500000000003,2.0,2010-03,UK,Q2,Occasional (2-3),15,2,611.5500000000001,4,2,2,422,Recent Customers
14014,2010-05-12 09:04:00,2010-11-28 14:56:00,37,2,928,1443.03,3.7035135135135135,1,37,2,United Kingdom,0,0.0,200,1443.03,18.5,721.515,0.0,2010-05,UK,Q3,Occasional (2-3),11,2,1443.03,4,2,3,423,Potential Loyalists
14016,2010-01-08 14:12:00,2010-11-08 15:42:00,286,7,3596,7012.2,3.0982517482517484,1,245,7,EIRE,1,-10.95,304,7001.25,40.857142857142854,1001.7428571428571,0.14285714285714285,2010-01,EU,Q4 (Highest),Regular (4-10),31,7,7012.2,3,4,4,344,Champions
14017,2010-05-17 14:52:00,2010-05-17 14:52:00,14,1,73,229.75,4.653571428571429,1,14,1,United Kingdom,0,0.0,0,229.75,14.0,229.75,0.0,2010-05,UK,Q1 (Lowest),One-time,206,1,229.75,1,1,1,111,At Risk
14018,2010-03-04 14:23:00,2010-03-04 14:23:00,13,1,224,367.15000000000003,2.6284615384615386,1,13,1,United Kingdom,0,0.0,0,367.15000000000003,13.0,367.15000000000003,0.0,2010-03,UK,Q2,One-time,280,1,367.15000000000003,1,1,2,112,At Risk
14020,2010-06-28 15:29:00,2010-08-20 13:09:00,33,2,207,606.21,4.716060606060606,1,29,2,United Kingdom,4,-35.75,52,570.46,16.5,303.105,2.0,2010-06,UK,Q2,Occasional (2-3),111,2,606.21,2,2,2,222,Moderate
14021,2010-04-26 11:22:00,2010-11-30 15:14:00,68,4,686,1084.68,3.6044117647058824,1,64,4,United Kingdom,0,0.0,218,1084.68,17.0,271.17,0.0,2010-04,UK,Q3,Regular (4-10),9,4,1084.68,4,3,3,433,Champions
14022,2010-08-10 09:38:00,2010-08-10 09:38:00,19,1,194,352.15000000000003,2.5010526315789474,1,19,1,United Kingdom,0,0.0,0,352.15000000000003,19.0,352.15000000000003,0.0,2010-08,UK,Q2,One-time,121,1,352.15000000000003,2,1,2,212,Moderate
14024,2010-11-14 10:51:00,2010-11-14 10:51:00,18,1,88,318.04,5.705,1,18,1,United Kingdom,0,0.0,0,318.04,18.0,318.04,0.0,2010-11,UK,Q2,One-time,25,1,318.04,3,1,2,312,Recent Customers
14025,2010-05-05 09:56:00,2010-09-01 10:11:00,99,8,1914,4057.9,4.155656565656566,1,60,8,United Kingdom,2,-88.8,119,3969.1,12.375,507.2375,0.25,2010-05,UK,Q4 (Highest),Regular (4-10),99,8,4057.9,2,4,4,244,High Value
14026,2010-03-24 14:10:00,2010-08-26 10:31:00,50,2,427,713.11,2.3936,1,43,2,United Kingdom,0,0.0,154,713.11,25.0,356.555,0.0,2010-03,UK,Q3,Occasional (2-3),105,2,713.11,2,2,3,223,Moderate
14028,2010-06-07 12:02:00,2010-06-07 13:33:00,9,3,7170,10396.5,1.45,1,3,1,United Kingdom,3,-3610.5,0,6786.0,3.0,3465.5,1.0,2010-06,UK,Q4 (Highest),Occasional (2-3),185,3,10396.5,1,3,4,134,High Value
14030,2009-12-10 17:27:00,2010-12-08 16:29:00,609,14,2834,5839.46,3.920279146141215,1,462,10,United Kingdom,4,-116.69999999999999,362,5722.76,43.5,417.1042857142857,0.2857142857142857,2009-12,UK,Q4 (Highest),Loyal (11+),1,14,5839.46,4,4,4,444,Champions
14031,2009-12-03 15:35:00,2010-12-09 17:34:00,528,27,8680,23632.72,4.423844696969697,1,204,24,United Kingdom,16,-320.98,371,23311.74,19.555555555555557,875.285925925926,0.5925925925925926,2009-12,UK,Q4 (Highest),Loyal (11+),0,27,23632.72,4,4,4,444,Champions
14032,2009-12-14 12:02:00,2010-12-08 10:53:00,101,6,1884,1874.68,1.8627722772277229,1,53,6,United Kingdom,2,-18.45,358,1856.23,16.833333333333332,312.44666666666666,0.3333333333333333,2009-12,UK,Q4 (Highest),Regular (4-10),1,6,1874.68,4,4,4,444,Champions
14033,2010-06-02 15:10:00,2010-06-02 15:10:00,1,1,576,109.44,0.19,1,1,1,United Kingdom,0,0.0,0,109.44,1.0,109.44,0.0,2010-06,UK,Q1 (Lowest),One-time,190,1,109.44,1,1,1,111,At Risk
14035,2010-04-06 12:39:00,2010-10-29 10:10:00,79,4,666,1366.73,2.90126582278481,1,42,4,United Kingdom,3,-4.25,205,1362.48,19.75,341.6825,0.75,2010-04,UK,Q3,Regular (4-10),41,4,1366.73,3,3,3,333,Champions
14037,2009-12-07 11:39:00,2010-08-18 12:52:00,86,4,544,689.75,1.940232558139535,1,76,4,United Kingdom,1,-81.0,254,608.75,21.5,172.4375,0.25,2009-12,UK,Q2,Regular (4-10),113,4,689.75,2,3,2,232,Frequent Buyers
14038,2010-02-04 08:56:00,2010-11-07 14:52:00,69,2,743,1509.5,2.8508695652173914,1,54,2,United Kingdom,6,-63.04999999999999,276,1446.45,34.5,754.75,3.0,2010-02,UK,Q3,Occasional (2-3),32,2,1509.5,3,2,3,323,Potential Loyalists
14039,2010-05-13 10:15:00,2010-05-13 10:15:00,4,1,100,115.08000000000001,4.3125,1,4,1,United Kingdom,0,0.0,0,115.08000000000001,4.0,115.08000000000001,0.0,2010-05,UK,Q1 (Lowest),One-time,210,1,115.08000000000001,1,1,1,111,At Risk
14040,2009-12-01 12:14:00,2010-11-18 13:01:00,552,23,3428,8963.49,3.763804347826087,1,265,21,United Kingdom,8,-115.0,352,8848.49,24.0,389.7169565217391,0.34782608695652173,2009-12,UK,Q4 (Highest),Loyal (11+),21,23,8963.49,3,4,4,344,Champions
14042,2009-12-14 15:07:00,2009-12-14 15:07:00,21,1,180,431.98,3.74,1,21,1,United Kingdom,0,0.0,0,431.98,21.0,431.98,0.0,2009-12,UK,Q2,One-time,360,1,431.98,1,1,2,112,At Risk
14043,2009-12-10 15:56:00,2010-08-05 18:18:00,41,2,152,302.6,2.6529268292682926,1,37,2,United Kingdom,1,-2.95,238,299.65000000000003,20.5,151.3,0.5,2009-12,UK,Q1 (Lowest),Occasional (2-3),126,2,302.6,2,2,1,221,Moderate
14044,2010-01-24 15:14:00,2010-10-17 13:28:00,619,6,1795,2427.53,2.5016639741518576,1,445,5,United Kingdom,1,-16.95,265,2410.5800000000004,103.16666666666667,404.58833333333337,0.16666666666666666,2010-01,UK,Q4 (Highest),Regular (4-10),53,6,2427.53,2,4,4,244,High Value
14045,2010-01-08 10:08:00,2010-12-01 11:32:00,32,13,4052,9653.279999999999,3.3753125,1,16,12,United Kingdom,4,-1652.3999999999999,327,8000.879999999999,2.4615384615384617,742.56,0.3076923076923077,2010-01,UK,Q4 (Highest),Loyal (11+),8,13,9653.279999999999,4,4,4,444,Champions
14047,2010-02-01 10:05:00,2010-12-02 10:09:00,132,10,1268,2946.42,3.9584848484848485,1,87,8,United Kingdom,5,-77.7,304,2868.7200000000003,13.2,294.642,0.5,2010-02,UK,Q4 (Highest),Regular (4-10),7,10,2946.42,4,4,4,444,Champions
14048,2010-11-22 14:08:00,2010-11-22 14:21:00,56,2,179,338.76,3.1885714285714286,1,55,1,United Kingdom,0,0.0,0,338.76,28.0,169.38,0.0,2010-11,UK,Q2,Occasional (2-3),17,2,338.76,4,2,2,422,Recent Customers
14049,2010-04-01 14:52:00,2010-11-17 10:44:00,583,9,4672,7444.68,3.2258147512864497,1,364,6,United Kingdom,9,-132.43,229,7312.25,64.77777777777777,827.1866666666667,1.0,2010-04,UK,Q4 (Highest),Regular (4-10),22,9,7444.68,3,4,4,344,Champions
14051,2009-12-03 11:53:00,2010-12-08 12:49:00,122,15,2167,6784.01,3.8385245901639347,1,56,14,United Kingdom,5,-196.45,370,6587.56,8.133333333333333,452.26733333333334,0.3333333333333333,2009-12,UK,Q4 (Highest),Loyal (11+),1,15,6784.01,4,4,4,444,Champions
14052,2010-11-14 11:37:00,2010-11-14 11:37:00,65,1,85,241.3,3.2515384615384613,1,65,1,United Kingdom,0,0.0,0,241.3,65.0,241.3,0.0,2010-11,UK,Q1 (Lowest),One-time,25,1,241.3,3,1,1,311,Recent Customers
14053,2010-08-10 11:02:00,2010-11-07 14:50:00,5,2,275,312.05,1.334,1,3,2,United Kingdom,0,0.0,89,312.05,2.5,156.025,0.0,2010-08,UK,Q2,Occasional (2-3),32,2,312.05,3,2,2,322,Recent Customers
14055,2009-12-16 15:11:00,2010-05-11 10:24:00,23,2,504,795.3199999999999,4.1378260869565215,1,23,2,United Kingdom,0,0.0,145,795.3199999999999,11.5,397.65999999999997,0.0,2009-12,UK,Q3,Occasional (2-3),212,2,795.3199999999999,1,2,3,123,At Risk
14057,2009-12-03 13:17:00,2010-11-23 08:38:00,164,5,1565,2135.0,2.169573170731707,1,124,5,United Kingdom,0,0.0,354,2135.0,32.8,427.0,0.0,2009-12,UK,Q4 (Highest),Regular (4-10),16,5,2135.0,4,3,4,434,Champions
14058,2010-06-27 11:29:00,2010-09-03 09:31:00,24,2,211,469.19,3.595,1,23,2,United Kingdom,0,0.0,67,469.19,12.0,234.595,0.0,2010-06,UK,Q2,Occasional (2-3),97,2,469.19,2,2,2,222,Moderate
14060,2010-03-11 09:47:00,2010-12-08 12:40:00,68,13,2733,3378.66,1.7819117647058824,1,43,11,United Kingdom,1,-10.9,272,3367.7599999999998,5.230769230769231,259.8969230769231,0.07692307692307693,2010-03,UK,Q4 (Highest),Loyal (11+),1,13,3378.66,4,4,4,444,Champions
14061,2009-12-01 18:03:00,2010-07-20 17:22:00,19,3,133,917.4300000000001,8.654736842105264,1,17,3,United Kingdom,0,0.0,230,917.4300000000001,6.333333333333333,305.81,0.0,2009-12,UK,Q3,Occasional (2-3),142,3,917.4300000000001,1,3,3,133,High Value
14062,2009-12-10 14:28:00,2010-11-30 11:00:00,229,12,7201,15120.800000000001,3.0029694323144107,1,113,11,United Kingdom,5,-169.37,354,14951.43,19.083333333333332,1260.0666666666668,0.4166666666666667,2009-12,UK,Q4 (Highest),Loyal (11+),9,12,15120.800000000001,4,4,4,444,Champions
14063,2009-12-08 13:46:00,2010-01-22 11:28:00,38,7,3848,9471.5,5.390789473684211,1,29,7,United Kingdom,0,0.0,44,9471.5,5.428571428571429,1353.0714285714287,0.0,2009-12,UK,Q4 (Highest),Regular (4-10),321,7,9471.5,1,4,4,144,High Value
14064,2010-01-21 13:22:00,2010-10-05 13:20:00,159,10,2139,1925.9,1.4636477987421384,1,89,9,United Kingdom,6,-127.25,256,1798.65,15.9,192.59,0.6,2010-01,UK,Q4 (Highest),Regular (4-10),65,10,1925.9,2,4,4,244,High Value
14065,2010-10-04 12:03:00,2010-11-15 16:13:00,49,3,582,891.02,3.67530612244898,1,42,3,United Kingdom,1,-1.65,42,889.37,16.333333333333332,297.00666666666666,0.3333333333333333,2010-10,UK,Q3,Occasional (2-3),24,3,891.02,3,3,3,333,Champions
14068,2010-01-31 10:10:00,2010-04-15 14:28:00,84,3,437,1250.8700000000001,4.6882142857142854,1,73,3,United Kingdom,1,-23.4,74,1227.47,28.0,416.9566666666667,0.3333333333333333,2010-01,UK,Q3,Occasional (2-3),238,3,1250.8700000000001,1,3,3,133,High Value
14069,2010-05-27 12:30:00,2010-07-13 12:12:00,41,2,58,225.81,4.188292682926829,1,37,2,United Kingdom,0,0.0,46,225.81,20.5,112.905,0.0,2010-05,UK,Q1 (Lowest),Occasional (2-3),149,2,225.81,1,2,1,121,Moderate
14070,2010-01-24 12:27:00,2010-01-24 12:27:00,41,1,85,321.6,4.763414634146342,1,40,1,United Kingdom,0,0.0,0,321.6,41.0,321.6,0.0,2010-01,UK,Q2,One-time,319,1,321.6,1,1,2,112,At Risk
14072,2010-02-11 12:31:00,2010-02-11 12:31:00,19,1,65,390.85,6.4263157894736835,1,19,1,United Kingdom,0,0.0,0,390.85,19.0,390.85,0.0,2010-02,UK,Q2,One-time,301,1,390.85,1,1,2,112,At Risk
14074,2010-03-26 13:55:00,2010-03-26 13:55:00,6,1,228,219.39999999999998,0.9833333333333334,1,6,1,United Kingdom,0,0.0,0,219.39999999999998,6.0,219.39999999999998,0.0,2010-03,UK,Q1 (Lowest),One-time,258,1,219.39999999999998,1,1,1,111,At Risk
14075,2010-08-26 13:42:00,2010-11-01 13:15:00,37,2,739,782.61,2.606216216216216,1,35,2,United Kingdom,0,0.0,66,782.61,18.5,391.305,0.0,2010-08,UK,Q3,Occasional (2-3),38,2,782.61,3,2,3,323,Potential Loyalists
14077,2010-11-09 16:01:00,2010-11-09 16:01:00,14,1,108,115.66,2.414285714285714,1,14,1,United Kingdom,0,0.0,0,115.66,14.0,115.66,0.0,2010-11,UK,Q1 (Lowest),One-time,30,1,115.66,3,1,1,311,Recent Customers
14078,2010-03-28 15:05:00,2010-12-01 12:54:00,95,4,304,638.69,2.8610526315789473,1,79,4,United Kingdom,0,0.0,247,638.69,23.75,159.6725,0.0,2010-03,UK,Q2,Regular (4-10),8,4,638.69,4,3,2,432,Loyal Customers
14079,2010-01-26 17:19:00,2010-01-26 17:19:00,1,1,1,243.63,243.63,1,1,1,United Kingdom,0,0.0,0,243.63,1.0,243.63,0.0,2010-01,UK,Q1 (Lowest),One-time,317,1,243.63,1,1,1,111,At Risk
14080,2009-12-02 15:01:00,2010-10-22 14:04:00,79,4,220,1070.08,8.350506329113925,1,70,4,United Kingdom,1,-39.95,323,1030.1299999999999,19.75,267.52,0.25,2009-12,UK,Q3,Regular (4-10),48,4,1070.08,3,3,3,333,Champions
14081,2009-12-10 18:27:00,2010-12-05 15:47:00,763,9,3041,4369.47,2.683971166448231,1,439,7,United Kingdom,6,-90.2,359,4279.27,84.77777777777777,485.49666666666667,0.6666666666666666,2009-12,UK,Q4 (Highest),Regular (4-10),4,9,4369.47,4,4,4,444,Champions
14082,2010-11-12 11:47:00,2010-11-12 11:47:00,36,1,136,231.10999999999999,2.044166666666667,1,36,1,United Kingdom,0,0.0,0,231.10999999999999,36.0,231.10999999999999,0.0,2010-11,UK,Q1 (Lowest),One-time,27,1,231.10999999999999,3,1,1,311,Recent Customers
14083,2009-12-18 11:34:00,2010-12-03 12:24:00,70,3,207,373.3,2.9464285714285716,1,70,3,United Kingdom,0,0.0,350,373.3,23.333333333333332,124.43333333333334,0.0,2009-12,UK,Q2,Occasional (2-3),6,3,373.3,4,3,2,432,Loyal Customers
14084,2010-07-15 14:36:00,2010-07-15 14:36:00,7,1,306,150.5,0.8885714285714286,1,7,1,United Kingdom,0,0.0,0,150.5,7.0,150.5,0.0,2010-07,UK,Q1 (Lowest),One-time,147,1,150.5,1,1,1,111,Moderate
14085,2009-12-08 13:41:00,2010-12-06 12:39:00,608,15,3362,5592.43,2.934950657894737,1,335,14,United Kingdom,0,0.0,362,5592.43,40.53333333333333,372.82866666666666,0.0,2009-12,UK,Q4 (Highest),Loyal (11+),3,15,5592.43,4,4,4,444,Champions
14086,2010-09-03 10:52:00,2010-09-03 10:52:00,1,1,1,39.95,39.95,1,1,1,United Kingdom,0,0.0,0,39.95,1.0,39.95,0.0,2010-09,UK,Q1 (Lowest),One-time,97,1,39.95,2,1,1,211,Moderate
14087,2009-12-04 15:27:00,2010-10-31 11:22:00,145,2,468,638.0,2.2224827586206897,1,126,2,United Kingdom,1,-30.0,330,608.0,72.5,319.0,0.5,2009-12,UK,Q2,Occasional (2-3),39,2,638.0,3,2,2,322,Recent Customers
14088,2010-10-14 19:46:00,2010-10-29 10:31:00,93,3,2611,13544.99,6.396451612903226,1,93,2,United Kingdom,1,-228.85,14,13316.14,31.0,4514.996666666667,0.3333333333333333,2010-10,UK,Q4 (Highest),Occasional (2-3),41,3,13544.99,3,3,4,334,Champions
14091,2010-01-10 13:41:00,2010-02-23 15:17:00,13,2,3316,9530.08,3.141538461538462,1,13,2,United Kingdom,0,0.0,44,9530.08,6.5,4765.04,0.0,2010-01,UK,Q4 (Highest),Occasional (2-3),289,2,9530.08,1,2,4,124,At Risk
14092,2009-12-16 16:24:00,2010-11-30 14:48:00,159,10,1540,3152.54,3.4194968553459124,1,92,10,United Kingdom,1,-5.9,348,3146.64,15.9,315.254,0.1,2009-12,UK,Q4 (Highest),Regular (4-10),9,10,3152.54,4,4,4,444,Champions
14094,2010-09-26 11:58:00,2010-09-26 11:58:00,43,1,158,311.77,2.7544186046511627,1,41,1,United Kingdom,1,-0.95,0,310.82,43.0,311.77,1.0,2010-09,UK,Q2,One-time,74,1,311.77,2,1,2,212,Moderate
14095,2009-12-17 12:49:00,2009-12-17 12:49:00,1,1,1,2.95,2.95,1,1,1,United Kingdom,0,0.0,0,2.95,1.0,2.95,0.0,2009-12,UK,Q1 (Lowest),One-time,357,1,2.95,1,1,1,111,At Risk
14097,2010-03-04 10:46:00,2010-08-15 14:20:00,40,2,352,422.85999999999996,2.175,1,39,2,United Kingdom,0,0.0,164,422.85999999999996,20.0,211.42999999999998,0.0,2010-03,UK,Q2,Occasional (2-3),116,2,422.85999999999996,2,2,2,222,Moderate
14099,2009-12-10 11:55:00,2010-11-29 13:03:00,271,9,1487,2646.7400000000002,2.493948339483395,1,165,9,United Kingdom,3,-54.0,354,2592.7400000000002,30.11111111111111,294.08222222222224,0.3333333333333333,2009-12,UK,Q4 (Highest),Regular (4-10),10,9,2646.7400000000002,4,4,4,444,Champions
14101,2010-03-28 13:36:00,2010-11-16 14:54:00,55,7,3600,3985.14,1.5385454545454547,1,15,7,United Kingdom,1,-19.799999999999997,233,3965.3399999999997,7.857142857142857,569.3057142857143,0.14285714285714285,2010-03,UK,Q4 (Highest),Regular (4-10),23,7,3985.14,3,4,4,344,Champions
14104,2010-05-28 16:11:00,2010-11-15 13:13:00,113,3,423,524.3199999999999,2.317079646017699,1,99,3,United Kingdom,0,0.0,170,524.3199999999999,37.666666666666664,174.7733333333333,0.0,2010-05,UK,Q2,Occasional (2-3),24,3,524.3199999999999,3,3,2,332,Loyal Customers
14105,2009-12-18 16:57:00,2010-10-27 11:53:00,205,4,2734,4722.6,2.732390243902439,1,172,4,United Kingdom,12,-278.95,312,4443.650000000001,51.25,1180.65,3.0,2009-12,UK,Q4 (Highest),Regular (4-10),43,4,4722.6,3,3,4,334,Champions
14106,2009-12-02 14:09:00,2009-12-02 14:09:00,1,1,24,214.79999999999998,8.95,1,1,1,United Kingdom,0,0.0,0,214.79999999999998,1.0,214.79999999999998,0.0,2009-12,UK,Q1 (Lowest),One-time,372,1,214.79999999999998,1,1,1,111,At Risk
14107,2009-12-09 14:20:00,2010-09-17 12:25:00,113,4,1696,2174.07,2.846371681415929,1,71,4,United Kingdom,2,-8.850000000000001,281,2165.2200000000003,28.25,543.5175,0.5,2009-12,UK,Q4 (Highest),Regular (4-10),83,4,2174.07,2,3,4,234,High Value
14108,2009-12-01 18:07:00,2009-12-08 15:25:00,18,2,279,447.05,2.288888888888889,1,18,2,United Kingdom,0,0.0,6,447.05,9.0,223.525,0.0,2009-12,UK,Q2,Occasional (2-3),366,2,447.05,1,2,2,122,At Risk
14110,2009-12-01 09:50:00,2010-09-30 17:13:00,244,21,3380,7304.8,2.93516393442623,1,126,20,United Kingdom,1,-14.85,303,7289.95,11.619047619047619,347.84761904761905,0.047619047619047616,2009-12,UK,Q4 (Highest),Loyal (11+),70,21,7304.8,2,4,4,244,High Value
14112,2010-02-23 14:16:00,2010-09-14 13:41:00,166,6,1888,2919.44,2.319939759036145,1,122,5,United Kingdom,19,-169.1,202,2750.34,27.666666666666668,486.5733333333333,3.1666666666666665,2010-02,UK,Q4 (Highest),Regular (4-10),86,6,2919.44,2,4,4,244,High Value
14113,2009-12-08 07:42:00,2010-11-29 15:53:00,88,12,2694,5252.1900000000005,2.745681818181818,1,57,11,United Kingdom,17,-473.36,356,4778.830000000001,7.333333333333333,437.68250000000006,1.4166666666666667,2009-12,UK,Q4 (Highest),Loyal (11+),10,12,5252.1900000000005,4,4,4,444,Champions
14114,2010-04-12 11:07:00,2010-11-09 09:13:00,59,5,549,977.5600000000001,3.1098305084745763,1,58,5,United Kingdom,0,0.0,210,977.5600000000001,11.8,195.512,0.0,2010-04,UK,Q3,Regular (4-10),30,5,977.5600000000001,3,3,3,333,Champions
14115,2010-02-11 11:44:00,2010-07-26 12:36:00,22,2,509,622.6700000000001,2.1922727272727274,1,22,2,United Kingdom,0,0.0,165,622.6700000000001,11.0,311.33500000000004,0.0,2010-02,UK,Q2,Occasional (2-3),136,2,622.6700000000001,1,2,2,122,Moderate
14118,2010-10-07 11:59:00,2010-10-07 11:59:00,15,1,97,458.45,5.22,1,15,1,United Kingdom,0,0.0,0,458.45,15.0,458.45,0.0,2010-10,UK,Q2,One-time,63,1,458.45,2,1,2,212,Moderate
14119,2009-12-21 14:52:00,2010-11-29 10:33:00,11,2,177,183.37,3.2954545454545454,1,11,2,United Kingdom,0,0.0,342,183.37,5.5,91.685,0.0,2009-12,UK,Q1 (Lowest),Occasional (2-3),10,2,183.37,4,2,1,421,Recent Customers
14122,2009-12-02 14:22:00,2010-10-29 15:11:00,13,3,114,362.42,4.86,1,12,3,United Kingdom,3,-52.650000000000006,331,309.77,4.333333333333333,120.80666666666667,1.0,2009-12,UK,Q2,Occasional (2-3),41,3,362.42,3,3,2,332,Loyal Customers
14123,2009-12-06 15:35:00,2009-12-06 15:35:00,24,1,234,436.18,3.2745833333333336,1,24,1,United Kingdom,0,0.0,0,436.18,24.0,436.18,0.0,2009-12,UK,Q2,One-time,368,1,436.18,1,1,2,112,At Risk
14126,2010-09-21 14:51:00,2010-09-21 14:51:00,28,1,379,466.33000000000004,2.1525000000000003,1,28,1,United Kingdom,0,0.0,0,466.33000000000004,28.0,466.33000000000004,0.0,2010-09,UK,Q2,One-time,79,1,466.33000000000004,2,1,2,212,Moderate
14127,2010-10-10 11:53:00,2010-11-24 16:56:00,73,3,507,1190.3700000000001,4.138493150684932,1,64,3,United Kingdom,0,0.0,45,1190.3700000000001,24.333333333333332,396.79,0.0,2010-10,UK,Q3,Occasional (2-3),15,3,1190.3700000000001,4,3,3,433,Champions
14128,2010-06-06 14:05:00,2010-06-06 14:05:00,19,1,250,286.71,1.7815789473684212,1,19,1,United Kingdom,1,-14.850000000000001,0,271.85999999999996,19.0,286.71,1.0,2010-06,UK,Q1 (Lowest),One-time,186,1,286.71,1,1,1,111,At Risk
14129,2010-05-09 14:54:00,2010-11-05 09:59:00,57,4,822,1467.48,2.1496491228070176,1,22,4,United Kingdom,0,0.0,179,1467.48,14.25,366.87,0.0,2010-05,UK,Q3,Regular (4-10),34,4,1467.48,3,3,3,333,Champions
14130,2009-12-11 16:33:00,2010-11-29 17:11:00,154,3,958,1377.86,2.0307142857142857,1,131,3,United Kingdom,0,0.0,353,1377.86,51.333333333333336,459.28666666666663,0.0,2009-12,UK,Q3,Occasional (2-3),10,3,1377.86,4,3,3,433,Champions
14131,2010-03-01 11:59:00,2010-03-01 11:59:00,46,1,105,168.22,2.179782608695652,1,45,1,United Kingdom,0,0.0,0,168.22,46.0,168.22,0.0,2010-03,UK,Q1 (Lowest),One-time,283,1,168.22,1,1,1,111,At Risk
14133,2009-12-06 12:10:00,2009-12-06 12:10:00,8,1,50,305.5,15.9625,1,8,1,United Kingdom,0,0.0,0,305.5,8.0,305.5,0.0,2009-12,UK,Q2,One-time,368,1,305.5,1,1,2,112,At Risk
14134,2009-12-10 09:25:00,2010-11-22 12:26:00,180,15,5814,11123.35,3.354111111111111,1,130,11,United Kingdom,0,0.0,347,11123.35,12.0,741.5566666666667,0.0,2009-12,UK,Q4 (Highest),Loyal (11+),17,15,11123.35,4,4,4,444,Champions
14135,2009-12-02 08:58:00,2010-12-07 12:37:00,122,11,5505,4953.61,1.7606557377049181,1,90,11,United Kingdom,1,-38.87,370,4914.74,11.090909090909092,450.3281818181818,0.09090909090909091,2009-12,UK,Q4 (Highest),Loyal (11+),2,11,4953.61,4,4,4,444,Champions
14136,2009-12-08 09:19:00,2010-11-04 11:53:00,106,5,1148,1570.81,2.8432075471698113,1,86,5,United Kingdom,2,-16.85,331,1553.96,21.2,314.162,0.4,2009-12,UK,Q3,Regular (4-10),35,5,1570.81,3,3,3,333,Champions
14137,2010-01-13 12:30:00,2010-01-13 12:30:00,11,1,462,332.7,0.8772727272727273,1,11,1,United Kingdom,3,-38.6,0,294.09999999999997,11.0,332.7,3.0,2010-01,UK,Q2,One-time,330,1,332.7,1,1,2,112,At Risk
14139,2010-06-15 09:17:00,2010-08-06 14:00:00,43,3,539,670.98,2.286046511627907,1,29,3,United Kingdom,0,0.0,52,670.98,14.333333333333334,223.66,0.0,2010-06,UK,Q2,Occasional (2-3),125,3,670.98,2,3,2,232,Frequent Buyers
14142,2010-03-03 15:13:00,2010-12-01 16:33:00,44,2,518,671.34,2.400227272727273,1,42,2,United Kingdom,4,-15.4,273,655.94,22.0,335.67,2.0,2010-03,UK,Q2,Occasional (2-3),8,2,671.34,4,2,2,422,Recent Customers
14144,2010-08-10 15:17:00,2010-08-10 15:17:00,1,1,12,30.599999999999998,2.55,1,1,1,United Kingdom,0,0.0,0,30.599999999999998,1.0,30.599999999999998,0.0,2010-08,UK,Q1 (Lowest),One-time,121,1,30.599999999999998,2,1,1,211,Moderate
14145,2010-04-08 09:47:00,2010-09-06 09:53:00,14,3,899,3857.85,4.6499999999999995,1,10,3,United Kingdom,0,0.0,151,3857.85,4.666666666666667,1285.95,0.0,2010-04,UK,Q4 (Highest),Occasional (2-3),94,3,3857.85,2,3,4,234,High Value
14146,2010-01-13 16:04:00,2010-11-21 15:55:00,246,7,3343,5259.3,3.0508536585365853,1,204,5,United Kingdom,0,0.0,311,5259.3,35.142857142857146,751.3285714285714,0.0,2010-01,UK,Q4 (Highest),Regular (4-10),18,7,5259.3,3,4,4,344,Champions
14147,2010-03-09 13:43:00,2010-11-16 08:11:00,25,7,887,2106.8,2.9372,1,21,5,United Kingdom,2,-555.9,251,1550.9,3.5714285714285716,300.9714285714286,0.2857142857142857,2010-03,UK,Q4 (Highest),Regular (4-10),23,7,2106.8,3,4,4,344,Champions
14148,2010-10-21 14:08:00,2010-10-21 14:08:00,14,1,207,309.09000000000003,2.212142857142857,1,14,1,United Kingdom,0,0.0,0,309.09000000000003,14.0,309.09000000000003,0.0,2010-10,UK,Q2,One-time,49,1,309.09000000000003,3,1,2,312,Recent Customers
14151,2009-12-23 10:54:00,2010-02-04 15:35:00,44,2,405,679.45,2.928181818181818,1,44,2,United Kingdom,1,-12.75,43,666.7,22.0,339.725,0.5,2009-12,UK,Q2,Occasional (2-3),308,2,679.45,1,2,2,122,At Risk
14152,2010-02-18 13:57:00,2010-11-17 14:20:00,84,5,1133,1376.05,1.6763095238095238,1,75,4,United Kingdom,1,-11.7,272,1364.35,16.8,275.21,0.2,2010-02,UK,Q3,Regular (4-10),22,5,1376.05,3,3,3,333,Champions
14153,2010-08-13 14:35:00,2010-08-13 14:35:00,17,1,312,233.4,0.9076470588235294,1,17,1,United Kingdom,0,0.0,0,233.4,17.0,233.4,0.0,2010-08,UK,Q1 (Lowest),One-time,118,1,233.4,2,1,1,211,Moderate
