frequency_orders,purchase_lines,monetary_total_spend,total_quantity,unique_products,unique_countries,avg_unit_price,max_unit_price,recency_days,tenure_days,tenure_since_first,avg_order_value,avg_qty_per_order,is_one_time_buyer,purchase_frequency_rate,recency_to_tenure_ratio,distinct_active_days,active_months,avg_gap_days,median_gap_days,max_gap_days,return_lines,return_invoices,returned_quantity,return_value,net_spend,return_invoice_ratio,return_value_ratio,churn_label
4,70,1218.61,730,49,1,3.0287142857142855,9.95,42,205,248,304.6525,182.5,0,0.0161290322580645,0.1693548387096774,4,4,68.66666666666667,66.0,75.0,8.0,3.0,14.0,65.6,1153.01,0.75,0.0538318247839751,1
5,128,671.45,599,96,1,2.109140625,12.75,3,181,185,134.29000000000002,119.8,0,0.027027027027027,0.0162162162162162,5,5,45.5,40.5,73.0,26.0,4.0,49.0,139.43999999999997,532.0100000000001,0.8,0.2076699679797452,0
1,3,30.1,6,3,1,5.183333333333334,5.95,134,0,134,30.1,6.0,1,0.0074626865671641,1.0,1,1,134.0,134.0,134.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,1
3,60,1098.31,345,45,1,4.219333333333333,12.75,15,69,84,366.1033333333333,115.0,0,0.0357142857142857,0.1785714285714285,3,3,34.5,34.5,41.0,5.0,4.0,22.0,66.9,1031.41,1.3333333333333333,0.0609117644380912,0
1,53,837.11,370,53,1,3.463584905660378,12.75,92,0,92,837.11,370.0,1,0.0108695652173913,1.0,1,1,92.0,92.0,92.0,0.0,0.0,0.0,0.0,837.11,0.0,0.0,0
1,8,167.4,68,8,1,2.975,6.75,134,0,134,167.4,68.0,1,0.0074626865671641,1.0,1,1,134.0,134.0,134.0,0.0,0.0,0.0,0.0,167.4,0.0,0.0,1
8,435,2727.54,1700,279,1,2.4557011494252876,15.95,1,240,241,340.9425,212.5,0,0.0331950207468879,0.0041493775933609,6,6,48.0,54.0,63.0,5.0,2.0,12.0,95.3,2632.24,0.25,0.0349399092222295,0
2,169,2671.48,1793,159,1,2.6154437869822487,29.95,5,34,40,1335.74,896.5,0,0.05,0.125,2,2,35.0,35.0,35.0,3.0,1.0,7.0,39.15,2632.33,0.5,0.0146547980894485,0
2,16,292.8,167,15,1,3.166875,7.95,155,60,216,146.4,83.5,0,0.0092592592592592,0.7175925925925926,2,2,61.0,61.0,61.0,0.0,0.0,0.0,0.0,292.8,0.0,0.0,0
1,30,131.83,67,30,1,2.8463333333333334,8.5,101,0,101,131.83,67.0,1,0.0099009900990099,1.0,1,1,101.0,101.0,101.0,0.0,0.0,0.0,0.0,131.83,0.0,0.0,1
3,178,906.22,997,159,1,1.5814606741573034,19.95,82,112,195,302.0733333333333,332.3333333333333,0,0.0153846153846153,0.4205128205128205,3,3,56.5,56.5,91.0,4.0,1.0,4.0,12.0,894.22,0.3333333333333333,0.0132418176601708,0
2,25,466.22,178,25,1,4.69,14.95,99,28,127,233.11,89.0,0,0.0157480314960629,0.7795275590551181,2,2,28.0,28.0,28.0,0.0,0.0,0.0,0.0,466.22,0.0,0.0,0
1,40,896.8000000000001,442,40,1,3.31875,15.95,56,0,56,896.8000000000001,442.0,1,0.0178571428571428,1.0,1,1,56.0,56.0,56.0,0.0,0.0,0.0,0.0,896.8000000000001,0.0,0.0,1
6,62,2017.2,728,33,1,3.4040322580645164,6.95,194,59,253,336.2,121.33333333333331,0,0.0237154150197628,0.766798418972332,3,2,29.5,29.5,57.0,0.0,0.0,0.0,0.0,2017.2,0.0,0.0,1
1,22,678.2,350,22,1,3.3840909090909093,12.75,42,0,42,678.2,350.0,1,0.0238095238095238,1.0,1,1,42.0,42.0,42.0,1.0,1.0,1.0,1.25,676.95,1.0,0.0018431141256266,1
1,15,235.7,132,15,1,2.086666666666667,3.75,6,0,6,235.7,132.0,1,0.1666666666666666,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,235.7,0.0,0.0,0
1,36,1388.54,798,36,1,1.82,3.75,103,0,103,1388.54,798.0,1,0.0097087378640776,1.0,1,1,103.0,103.0,103.0,0.0,0.0,0.0,0.0,1388.54,0.0,0.0,0
4,51,866.35,323,42,1,3.982745098039216,16.95,17,233,251,216.5875,80.75,0,0.0159362549800796,0.0677290836653386,4,4,78.0,63.0,125.0,0.0,0.0,0.0,0.0,866.35,0.0,0.0,0
2,16,247.63,197,15,1,1.880625,9.95,54,182,237,123.815,98.5,0,0.0084388185654008,0.2278481012658227,2,2,183.0,183.0,183.0,0.0,0.0,0.0,0.0,247.63,0.0,0.0,0
1,65,591.43,386,62,1,1.942,7.95,150,0,150,591.43,386.0,1,0.0066666666666666,1.0,1,1,150.0,150.0,150.0,0.0,0.0,0.0,0.0,591.43,0.0,0.0,0
2,18,332.17,199,14,1,1.8605555555555555,4.25,145,63,208,166.085,99.5,0,0.0096153846153846,0.6971153846153846,2,2,63.0,63.0,63.0,0.0,0.0,0.0,0.0,332.17,0.0,0.0,1
12,147,14544.72,8844,76,1,3.953197278911565,14.95,14,236,250,1212.06,737.0,0,0.048,0.056,11,8,23.6,23.5,33.0,8.0,4.0,229.0,903.39,13641.33,0.3333333333333333,0.0621111991155553,0
6,130,1034.63,618,87,1,2.4495384615384617,16.95,59,104,164,172.4383333333333,103.0,0,0.0365853658536585,0.3597560975609756,5,5,26.25,30.0,38.0,0.0,0.0,0.0,0.0,1034.63,0.0,0.0,0
7,383,6797.39,2853,220,1,2.8600000000000003,12.75,13,236,250,971.0557142857144,407.57142857142856,0,0.028,0.052,7,5,39.5,21.5,148.0,0.0,0.0,0.0,0.0,6797.39,0.0,0.0,0
4,84,1619.02,1375,71,1,1.6823809523809523,12.75,89,90,180,404.755,343.75,0,0.0222222222222222,0.4944444444444444,4,4,30.333333333333332,27.0,42.0,0.0,0.0,0.0,0.0,1619.02,0.0,0.0,0
1,38,764.64,516,38,1,3.4257894736842105,12.75,122,0,122,764.64,516.0,1,0.0081967213114754,1.0,1,1,122.0,122.0,122.0,1.0,1.0,1.0,12.75,751.89,1.0,0.0166745134965473,0
3,45,728.37,793,23,1,1.9415555555555557,3.75,35,124,160,242.79,264.3333333333333,0,0.01875,0.21875,3,3,62.5,62.5,97.0,26.0,5.0,401.0,376.11,352.26000000000005,1.6666666666666667,0.516372173483257,0
3,3,1120.0,3500,1,1,0.32,0.32,61,183,245,373.3333333333333,1166.6666666666667,0,0.0122448979591836,0.2489795918367346,3,3,92.0,92.0,102.0,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,0
1,13,404.58,334,13,1,2.062307692307692,9.95,125,0,125,404.58,334.0,1,0.008,1.0,1,1,125.0,125.0,125.0,2.0,2.0,26.0,19.3,385.28,2.0,0.0477037915863364,0
1,8,305.5,50,8,1,15.9625,45.95,248,0,248,305.5,50.0,1,0.0040322580645161,1.0,1,1,248.0,248.0,248.0,0.0,0.0,0.0,0.0,305.5,0.0,0.0,1
1,14,318.06,306,14,1,1.855,7.95,145,0,145,318.06,306.0,1,0.0068965517241379,1.0,1,1,145.0,145.0,145.0,0.0,0.0,0.0,0.0,318.06,0.0,0.0,1
1,10,311.65999999999997,138,10,1,2.398,4.65,66,0,66,311.65999999999997,138.0,1,0.0151515151515151,1.0,1,1,66.0,66.0,66.0,0.0,0.0,0.0,0.0,311.65999999999997,0.0,0.0,0
1,3,302.8,668,3,1,0.6733333333333333,0.85,17,0,17,302.8,668.0,1,0.0588235294117647,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0,0.0,302.8,0.0,0.0,0
1,14,173.66,103,14,1,2.6799999999999997,12.75,24,0,24,173.66,103.0,1,0.0416666666666666,1.0,1,1,24.0,24.0,24.0,0.0,0.0,0.0,0.0,173.66,0.0,0.0,1
1,32,205.3,67,32,1,4.5384375,19.95,106,0,106,205.3,67.0,1,0.0094339622641509,1.0,1,1,106.0,106.0,106.0,0.0,0.0,0.0,0.0,205.3,0.0,0.0,1
1,15,264.13,107,15,1,3.6093333333333337,9.95,97,0,97,264.13,107.0,1,0.0103092783505154,1.0,1,1,97.0,97.0,97.0,2.0,2.0,2.0,14.2,249.93,2.0,0.0537614053685685,1
5,418,2630.31,1109,335,1,3.185263157894737,15.95,22,146,168,526.062,221.8,0,0.0297619047619047,0.1309523809523809,5,5,36.5,37.0,43.0,4.0,1.0,20.0,135.0,2495.31,0.2,0.0513247487938684,0
1,6,82.4,52,6,1,2.6999999999999997,9.95,168,0,168,82.4,52.0,1,0.0059523809523809,1.0,1,1,168.0,168.0,168.0,0.0,0.0,0.0,0.0,82.4,0.0,0.0,1
1,3,45.3,10,3,1,6.883333333333333,12.75,240,0,240,45.3,10.0,1,0.0041666666666666,1.0,1,1,240.0,240.0,240.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,1
14,275,3571.29,2357,193,1,2.4372000000000003,21.95,22,231,253,255.09214285714285,168.35714285714286,0,0.0553359683794466,0.0869565217391304,11,8,23.1,25.0,38.0,1.0,1.0,10.0,67.5,3503.79,0.0714285714285714,0.0189007333484539,0
1,9,127.07,81,9,1,2.8655555555555554,12.75,3,0,3,127.07,81.0,1,0.3333333333333333,1.0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,127.07,0.0,0.0,0
3,62,1141.84,596,49,1,4.182741935483871,79.95,78,130,209,380.6133333333333,198.66666666666663,0,0.0143540669856459,0.3732057416267942,3,3,65.5,65.5,67.0,2.0,1.0,4.0,27.0,1114.84,0.3333333333333333,0.0236460449800322,1
3,57,982.16,446,47,1,4.215263157894737,12.75,23,167,190,327.38666666666666,148.66666666666666,0,0.0157894736842105,0.1210526315789473,3,3,83.5,83.5,122.0,1.0,1.0,60.0,12.6,969.56,0.3333333333333333,0.0128288669870489,0
1,4,115.08,100,4,1,4.3125,7.95,90,0,90,115.08,100.0,1,0.0111111111111111,1.0,1,1,90.0,90.0,90.0,0.0,0.0,0.0,0.0,115.08,0.0,0.0,1
2,20,498.15,127,18,1,4.8075,9.95,94,156,250,249.075,63.5,0,0.008,0.376,2,2,156.0,156.0,156.0,0.0,0.0,0.0,0.0,498.15,0.0,0.0,1
7,112,3448.25,1893,62,1,2.2241071428571426,10.65,35,212,248,492.6071428571428,270.42857142857144,0,0.0282258064516129,0.1411290322580645,7,6,35.5,34.5,81.0,1.0,1.0,1.0,8.5,3439.75,0.1428571428571428,0.0024650184876386,0
6,122,928.92,494,77,1,2.188196721311475,7.49,3,181,185,154.82,82.33333333333333,0,0.0324324324324324,0.0162162162162162,5,5,45.5,38.0,77.0,0.0,0.0,0.0,0.0,928.92,0.0,0.0,0
1,24,817.25,189,24,1,4.19375,6.35,132,0,132,817.25,189.0,1,0.0075757575757575,1.0,1,1,132.0,132.0,132.0,0.0,0.0,0.0,0.0,817.25,0.0,0.0,0
1,6,266.6,188,6,1,1.24,1.69,92,0,92,266.6,188.0,1,0.0108695652173913,1.0,1,1,92.0,92.0,92.0,0.0,0.0,0.0,0.0,266.6,0.0,0.0,1
1,78,1706.23,971,78,1,2.425897435897436,8.5,28,0,28,1706.23,971.0,1,0.0357142857142857,1.0,1,1,28.0,28.0,28.0,0.0,0.0,0.0,0.0,1706.23,0.0,0.0,0
3,15,655.5,162,13,1,7.963333333333334,16.95,169,77,246,218.5,54.0,0,0.0121951219512195,0.6869918699186992,3,3,38.5,38.5,51.0,2.0,2.0,4.0,41.4,614.1,0.6666666666666666,0.0631578947368421,1
3,19,946.53,535,15,1,4.402631578947369,18.95,66,93,160,315.51000000000005,178.33333333333334,0,0.01875,0.4125,3,2,47.0,47.0,80.0,1.0,1.0,1.0,12.75,933.78,0.3333333333333333,0.0134702545085734,0
2,27,596.1899999999999,406,25,1,2.0677777777777777,9.95,41,150,192,298.09499999999997,203.0,0,0.0104166666666666,0.2135416666666666,2,2,151.0,151.0,151.0,0.0,0.0,0.0,0.0,596.1899999999999,0.0,0.0,1
1,2,468.0,650,2,1,0.72,0.72,156,0,156,468.0,650.0,1,0.0064102564102564,1.0,1,1,156.0,156.0,156.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0
2,38,649.9499999999999,393,31,1,2.7578947368421054,16.95,16,39,55,324.97499999999997,196.5,0,0.0363636363636363,0.2909090909090909,2,2,39.0,39.0,39.0,1.0,1.0,2.0,5.9,644.05,0.5,0.0090776213554888,0
3,79,346.56,156,76,1,3.158481012658228,8.5,182,17,199,115.52,52.0,0,0.0150753768844221,0.914572864321608,2,2,17.0,17.0,17.0,0.0,0.0,0.0,0.0,346.56,0.0,0.0,1
2,54,1018.42,532,52,1,3.648703703703704,15.95,91,105,197,509.21,266.0,0,0.0101522842639593,0.4619289340101523,2,2,106.0,106.0,106.0,1.0,1.0,4.0,6.6,1011.82,0.5,0.006480626853361,1
4,55,3207.98,1034,49,1,4.2976363636363635,25.95,85,162,247,801.995,258.5,0,0.0161943319838056,0.3441295546558704,4,4,54.0,47.0,93.0,3.0,1.0,6.0,15.0,3192.98,0.25,0.0046758396249353,0
11,142,3160.19,2493,99,1,2.121549295774648,12.75,6,237,244,287.29,226.63636363636363,0,0.0450819672131147,0.0245901639344262,9,7,29.75,27.5,52.0,11.0,7.0,70.0,106.02,3054.17,0.6363636363636364,0.0335486157477873,0
5,117,2048.87,1115,110,1,3.0715384615384616,12.75,106,137,244,409.774,223.0,0,0.0204918032786885,0.4344262295081967,4,3,46.0,35.0,82.0,1.0,1.0,6.0,65.69999999999999,1983.17,0.2,0.0320664561441184,0
3,50,338.62,105,32,1,3.4984,9.95,35,144,180,112.87333333333332,35.0,0,0.0166666666666666,0.1944444444444444,3,3,72.5,72.5,86.0,1.0,1.0,1.0,9.95,328.67,0.3333333333333333,0.0293839702321185,1
2,20,369.25,137,20,1,5.279999999999999,12.75,170,0,170,184.625,68.5,0,0.0117647058823529,1.0,1,1,170.0,170.0,170.0,0.0,0.0,0.0,0.0,369.25,0.0,0.0,0
2,15,251.71,139,15,1,3.134,12.75,45,17,63,125.855,69.5,0,0.0317460317460317,0.7142857142857143,2,1,18.0,18.0,18.0,0.0,0.0,0.0,0.0,251.71,0.0,0.0,1
1,22,311.75,79,22,1,6.418181818181818,14.95,184,0,184,311.75,79.0,1,0.0054347826086956,1.0,1,1,184.0,184.0,184.0,0.0,0.0,0.0,0.0,311.75,0.0,0.0,0
2,31,506.76,382,28,1,1.9806451612903224,4.95,99,48,148,253.38,191.0,0,0.0135135135135135,0.668918918918919,2,2,49.0,49.0,49.0,0.0,0.0,0.0,0.0,506.76,0.0,0.0,0
1,1,137.16,36,1,1,3.81,3.81,64,0,64,137.16,36.0,1,0.015625,1.0,1,1,64.0,64.0,64.0,0.0,0.0,0.0,0.0,137.16,0.0,0.0,1
1,12,233.53000000000003,81,12,1,3.4075,6.75,245,0,245,233.53000000000003,81.0,1,0.0040816326530612,1.0,1,1,245.0,245.0,245.0,0.0,0.0,0.0,0.0,233.53000000000003,0.0,0.0,1
4,5,896.6,148,3,1,6.35,9.95,12,232,245,224.15,37.0,0,0.0163265306122449,0.0489795918367346,4,3,77.66666666666667,81.0,141.0,0.0,0.0,0.0,0.0,896.6,0.0,0.0,0
28,408,9837.63,4540,112,1,3.056666666666666,41.09,6,241,247,351.34392857142853,162.14285714285714,0,0.1133603238866396,0.0242914979757085,17,8,15.0625,15.0,37.0,57.0,21.0,120.0,485.00000000000006,9352.63,0.75,0.0493004920900664,0
2,8,225.25,83,8,1,2.7125,6.75,140,109,250,112.625,41.5,0,0.008,0.56,2,2,110.0,110.0,110.0,0.0,0.0,0.0,0.0,225.25,0.0,0.0,0
3,60,928.93,752,59,1,2.5866666666666664,10.95,6,10,17,309.6433333333334,250.66666666666663,0,0.1764705882352941,0.3529411764705882,3,2,5.5,5.5,6.0,1.0,1.0,3.0,14.85,914.08,0.3333333333333333,0.0159861345849525,0
1,19,247.5,178,19,1,1.5342105263157897,2.95,180,0,180,247.5,178.0,1,0.0055555555555555,1.0,1,1,180.0,180.0,180.0,0.0,0.0,0.0,0.0,247.5,0.0,0.0,1
1,18,388.94,140,18,1,4.276111111111111,9.95,84,0,84,388.94,140.0,1,0.0119047619047619,1.0,1,1,84.0,84.0,84.0,0.0,0.0,0.0,0.0,388.94,0.0,0.0,0
5,163,3235.9700000000003,1767,128,1,3.1685276073619635,14.95,51,198,250,647.1940000000001,353.4,0,0.02,0.204,5,3,49.75,43.0,112.0,8.0,3.0,14.0,36.02,3199.9500000000003,0.6,0.0111311291513827,0
1,59,204.73,148,56,1,2.6016949152542375,7.95,241,0,241,204.73,148.0,1,0.0041493775933609,1.0,1,1,241.0,241.0,241.0,0.0,0.0,0.0,0.0,204.73,0.0,0.0,0
3,75,451.01,215,68,1,3.1208,16.95,19,184,204,150.33666666666667,71.66666666666667,0,0.0147058823529411,0.0931372549019607,3,3,92.5,92.5,143.0,0.0,0.0,0.0,0.0,451.01,0.0,0.0,0
3,64,902.44,598,56,1,2.25390625,12.75,65,185,251,300.81333333333333,199.33333333333337,0,0.0119521912350597,0.2589641434262948,3,2,93.0,93.0,172.0,0.0,0.0,0.0,0.0,902.44,0.0,0.0,0
7,67,2147.5,1518,50,1,2.621492537313433,7.95,7,233,240,306.7857142857143,216.8571428571429,0,0.0291666666666666,0.0291666666666666,7,6,38.833333333333336,47.5,60.0,3.0,2.0,20.0,81.00000000000001,2066.5,0.2857142857142857,0.0377182770663562,0
1,23,301.14,324,23,1,1.465217391304348,7.95,142,0,142,301.14,324.0,1,0.0070422535211267,1.0,1,1,142.0,142.0,142.0,0.0,0.0,0.0,0.0,301.14,0.0,0.0,0
2,6,38.92,36,6,1,3.735,9.95,61,191,253,19.46,18.0,0,0.0079051383399209,0.2411067193675889,2,2,192.0,192.0,192.0,0.0,0.0,0.0,0.0,38.92,0.0,0.0,1
17,264,8067.36,3617,169,1,3.1290530303030306,12.75,19,190,210,474.5505882352941,212.76470588235293,0,0.0809523809523809,0.0904761904761904,15,7,13.642857142857142,14.0,24.0,10.0,6.0,56.0,139.1,7928.259999999999,0.3529411764705882,0.0172423196683921,0
1,5,632.28,1428,5,1,0.526,0.85,132,0,132,632.28,1428.0,1,0.0075757575757575,1.0,1,1,132.0,132.0,132.0,0.0,0.0,0.0,0.0,632.28,0.0,0.0,1
1,18,304.68,108,18,1,4.446666666666667,12.75,44,0,44,304.68,108.0,1,0.0227272727272727,1.0,1,1,44.0,44.0,44.0,4.0,1.0,7.0,35.75,268.93,1.0,0.1173362216095575,0
1,13,315.0,168,13,1,2.083846153846154,3.95,20,0,20,315.0,168.0,1,0.05,1.0,1,1,20.0,20.0,20.0,1.0,1.0,3.0,8.850000000000001,306.15,1.0,0.0280952380952381,0
1,14,113.49,14,14,1,8.106428571428571,14.95,120,0,120,113.49,14.0,1,0.0083333333333333,1.0,1,1,120.0,120.0,120.0,0.0,0.0,0.0,0.0,113.49,0.0,0.0,0
1,18,321.45,67,18,1,6.027777777777778,12.75,127,0,127,321.45,67.0,1,0.0078740157480314,1.0,1,1,127.0,127.0,127.0,0.0,0.0,0.0,0.0,321.45,0.0,0.0,1
4,31,733.0699999999999,325,30,1,4.877741935483871,14.95,44,206,251,183.2675,81.25,0,0.0159362549800796,0.1752988047808765,4,3,69.0,68.0,120.0,0.0,0.0,0.0,0.0,733.0699999999999,0.0,0.0,0
5,51,1585.5,1026,41,1,1.856470588235294,4.95,36,214,251,317.1,205.2,0,0.0199203187250996,0.1434262948207171,4,4,71.66666666666667,62.0,112.0,24.0,4.0,341.0,411.05,1174.45,0.8,0.2592557552822453,1
2,6,283.44000000000005,160,6,1,4.2299999999999995,12.75,15,13,29,141.72000000000003,80.0,0,0.0689655172413793,0.5172413793103449,2,1,14.0,14.0,14.0,1.0,1.0,72.0,151.20000000000002,132.24000000000004,0.5,0.5334462320067739,1
4,115,1129.08,462,78,1,2.6244347826086956,9.95,77,111,189,282.27,115.5,0,0.0211640211640211,0.4074074074074074,4,4,37.333333333333336,41.0,43.0,3.0,1.0,8.0,14.999999999999998,1114.08,0.25,0.0132851525135508,0
2,51,765.93,413,49,1,3.382156862745098,12.75,125,121,246,382.965,206.5,0,0.008130081300813,0.508130081300813,2,2,121.0,121.0,121.0,0.0,0.0,0.0,0.0,765.93,0.0,0.0,0
7,270,1614.57,790,145,1,2.3065555555555557,19.95,13,193,206,230.65285714285713,112.85714285714286,0,0.0339805825242718,0.0631067961165048,7,6,32.166666666666664,31.5,49.0,4.0,4.0,30.0,26.879999999999995,1587.69,0.5714285714285714,0.0166483955480406,0
7,108,1766.64,806,76,1,4.109259259259259,12.75,16,221,237,252.37714285714287,115.14285714285714,0,0.0295358649789029,0.0675105485232067,6,6,44.2,42.0,52.0,7.0,5.0,14.0,63.7,1702.94,0.7142857142857143,0.0360571480324231,0
6,19,5667.12,2496,11,1,2.458421052631579,4.25,13,197,211,944.52,416.0,0,0.0284360189573459,0.0616113744075829,5,5,49.5,47.0,63.0,0.0,0.0,0.0,0.0,5667.12,0.0,0.0,0
2,69,935.62,860,64,1,1.6201449275362318,8.5,57,104,161,467.81,430.0,0,0.0124223602484472,0.3540372670807453,2,2,104.0,104.0,104.0,0.0,0.0,0.0,0.0,935.62,0.0,0.0,1
2,31,630.85,303,26,1,3.638709677419355,16.95,106,133,239,315.425,151.5,0,0.00836820083682,0.4435146443514644,2,2,133.0,133.0,133.0,0.0,0.0,0.0,0.0,630.85,0.0,0.0,0
3,36,486.67,463,36,1,1.669722222222222,4.95,35,124,160,162.22333333333333,154.33333333333334,0,0.01875,0.21875,2,2,125.0,125.0,125.0,0.0,0.0,0.0,0.0,486.67,0.0,0.0,0
6,114,1230.49,1198,73,1,1.475,8.5,6,196,202,205.08166666666668,199.66666666666663,0,0.0297029702970297,0.0297029702970297,6,6,39.2,38.0,70.0,2.0,2.0,30.0,37.5,1192.99,0.3333333333333333,0.0304756641663077,0
3,14,662.2,172,12,1,4.107142857142857,12.75,124,125,249,220.73333333333335,57.333333333333336,0,0.0120481927710843,0.4979919678714859,3,3,62.5,62.5,82.0,0.0,0.0,0.0,0.0,662.2,0.0,0.0,1
2,138,561.72,339,131,1,1.8830434782608696,8.5,17,83,101,280.86,169.5,0,0.0198019801980198,0.1683168316831683,2,2,84.0,84.0,84.0,0.0,0.0,0.0,0.0,561.72,0.0,0.0,0
1,64,685.3,258,61,1,3.965625,39.95,178,0,178,685.3,258.0,1,0.0056179775280898,1.0,1,1,178.0,178.0,178.0,0.0,0.0,0.0,0.0,685.3,0.0,0.0,0
1,30,490.08,638,30,1,1.0796666666666668,2.95,113,0,113,490.08,638.0,1,0.0088495575221238,1.0,1,1,113.0,113.0,113.0,0.0,0.0,0.0,0.0,490.08,0.0,0.0,1
3,114,597.23,415,104,1,2.755438596491228,12.75,133,110,244,199.07666666666668,138.33333333333334,0,0.0122950819672131,0.5450819672131147,3,3,55.5,55.5,77.0,0.0,0.0,0.0,0.0,597.23,0.0,0.0,1
1,9,179.1,99,9,1,1.9966666666666664,3.35,13,0,13,179.1,99.0,1,0.0769230769230769,1.0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,0.0,179.1,0.0,0.0,0
5,75,1290.63,1054,72,1,2.4696,12.75,19,229,249,258.126,210.8,0,0.0200803212851405,0.0763052208835341,5,5,57.5,50.0,91.0,3.0,2.0,38.0,41.58,1249.05,0.4,0.0322168243416006,0
5,80,768.6,1392,67,1,1.892,12.75,49,204,253,153.72,278.4,0,0.0197628458498023,0.1936758893280632,3,3,102.0,102.0,155.0,11.0,1.0,35.0,74.6,694.0,0.2,0.0970595888628675,0
1,31,247.98,84,29,1,3.214193548387097,19.95,98,0,98,247.98,84.0,1,0.010204081632653,1.0,1,1,98.0,98.0,98.0,0.0,0.0,0.0,0.0,247.98,0.0,0.0,0
1,22,382.93,303,22,1,3.321363636363636,12.75,2,0,2,382.93,303.0,1,0.5,1.0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,382.93,0.0,0.0,0
1,58,426.43,150,50,1,3.4401724137931033,14.95,250,0,250,426.43,150.0,1,0.004,1.0,1,1,250.0,250.0,250.0,0.0,0.0,0.0,0.0,426.43,0.0,0.0,0
1,12,162.18,261,12,1,1.23,2.1,173,0,173,162.18,261.0,1,0.0057803468208092,1.0,1,1,173.0,173.0,173.0,0.0,0.0,0.0,0.0,162.18,0.0,0.0,0
6,40,1910.1,1721,21,1,1.64175,6.35,2,157,160,318.34999999999997,286.8333333333333,0,0.0375,0.0125,6,4,31.6,15.0,61.0,1.0,1.0,2.0,9.9,1900.2,0.1666666666666666,0.0051829747133657,0
1,19,187.8,118,19,1,1.6342105263157896,3.75,104,0,104,187.8,118.0,1,0.0096153846153846,1.0,1,1,104.0,104.0,104.0,0.0,0.0,0.0,0.0,187.8,0.0,0.0,1
3,44,569.77,664,38,1,1.8581818181818184,12.75,195,57,252,189.92333333333332,221.33333333333337,0,0.0119047619047619,0.7738095238095238,2,2,57.0,57.0,57.0,0.0,0.0,0.0,0.0,569.77,0.0,0.0,0
12,83,1883.38,566,48,1,6.1653012048192775,19.95,45,203,249,156.94833333333332,47.166666666666664,0,0.0481927710843373,0.180722891566265,11,7,20.4,21.5,43.0,2.0,2.0,2.0,32.7,1850.68,0.1666666666666666,0.0173624016396053,0
1,12,184.69,101,12,1,2.908333333333333,5.95,12,0,12,184.69,101.0,1,0.0833333333333333,1.0,1,1,12.0,12.0,12.0,0.0,0.0,0.0,0.0,184.69,0.0,0.0,0
3,62,1246.84,742,50,1,2.342741935483871,9.95,48,203,251,415.6133333333333,247.33333333333337,0,0.0119521912350597,0.1912350597609561,3,3,101.5,101.5,115.0,1.0,1.0,1.0,1.45,1245.39,0.3333333333333333,0.0011629399120977,0
1,12,204.24,164,12,1,5.289166666666667,12.75,248,0,248,204.24,164.0,1,0.0040322580645161,1.0,1,1,248.0,248.0,248.0,0.0,0.0,0.0,0.0,204.24,0.0,0.0,1
1,49,356.17,225,48,1,2.395918367346939,12.75,241,0,241,356.17,225.0,1,0.0041493775933609,1.0,1,1,241.0,241.0,241.0,0.0,0.0,0.0,0.0,356.17,0.0,0.0,0
1,18,254.0,202,18,1,1.8783333333333336,9.95,117,0,117,254.0,202.0,1,0.0085470085470085,1.0,1,1,117.0,117.0,117.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,1
1,26,143.57,91,26,1,2.4253846153846155,8.5,174,0,174,143.57,91.0,1,0.0057471264367816,1.0,1,1,174.0,174.0,174.0,0.0,0.0,0.0,0.0,143.57,0.0,0.0,0
5,101,726.89,267,73,1,3.606237623762377,19.95,8,245,253,145.378,53.4,0,0.0197628458498023,0.0316205533596837,5,4,61.25,63.0,105.0,0.0,0.0,0.0,0.0,726.89,0.0,0.0,1
5,70,1535.44,622,59,1,4.265571428571429,39.95,71,96,167,307.088,124.4,0,0.029940119760479,0.4251497005988024,5,4,24.0,16.0,59.0,3.0,1.0,16.0,67.2,1468.24,0.2,0.0437659563382483,0
1,5,363.3,318,5,1,4.05,6.35,49,0,49,363.3,318.0,1,0.0204081632653061,1.0,1,1,49.0,49.0,49.0,0.0,0.0,0.0,0.0,363.3,0.0,0.0,0
6,75,727.3,327,64,1,4.363466666666667,12.75,94,72,166,121.21666666666664,54.5,0,0.036144578313253,0.5662650602409639,3,3,36.0,36.0,61.0,0.0,0.0,0.0,0.0,727.3,0.0,0.0,0
3,60,952.4,550,57,1,2.9785,12.75,110,142,253,317.46666666666664,183.33333333333337,0,0.0118577075098814,0.4347826086956521,3,3,71.5,71.5,75.0,0.0,0.0,0.0,0.0,952.4,0.0,0.0,0
2,7,273.0,140,4,1,1.95,1.95,20,113,134,136.5,70.0,0,0.0149253731343283,0.1492537313432835,2,2,114.0,114.0,114.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0
